signal,nTrial
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
95.975,0
95.9,0
95.825,0
95.75,0
95.675,0
95.6,0
95.525,0
95.45,0
95.375,0
95.3,0
95.225,0
95.15,0
95.075,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.025,0
95.1,0
95.175,0
95.25,0
95.325,0
95.39999999999999,0
95.475,0
95.55,0
95.625,0
95.7,0
95.77499999999999,0
95.85,0
95.925,0
96.0,0
96.075,0
96.14999999999999,0
96.225,0
96.3,0
96.375,0
96.45,0
96.52499999999999,0
96.6,0
96.675,0
96.75,0
96.825,0
96.89999999999999,0
96.975,0
97.05,0
97.125,0
97.2,0
97.27499999999999,0
97.35,0
97.425,0
97.5,0
97.575,0
97.64999999999999,0
97.725,0
97.8,0
97.875,0
97.95,0
98.05,0
98.19999999999999,0
98.35,0
98.5,0
98.64999999999999,0
98.8,0
98.95,0
99.1,0
99.25,0
99.39999999999999,0
99.55,0
99.7,0
99.85,0
100.0,0
100.15,0
100.3,0
100.45,0
100.6,0
100.75,0
100.9,0
101.05,0
101.2,0
101.35,0
101.5,0
101.64999999999999,0
101.8,0
101.95,0
102.05,0
102.125,0
102.2,0
102.27499999999999,0
102.35,0
102.425,0
102.5,0
102.575,0
102.64999999999999,0
102.725,0
102.8,0
102.875,0
102.95,0
103.05,0
103.19999999999999,0
103.35,0
103.5,0
103.64999999999999,0
103.8,0
103.95,0
104.1,0
104.25,0
104.39999999999999,0
104.55,0
104.7,0
104.85,0
105.0,0
105.075,0
105.15,0
105.225,0
105.3,0
105.375,0
105.45,0
105.525,0
105.6,0
105.675,0
105.75,0
105.825,0
105.9,0
105.975,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
105.97500000000001,0
105.9,0
105.825,0
105.75,0
105.675,0
105.60000000000001,0
105.525,0
105.45,0
105.375,0
105.3,0
105.225,0
105.15,0
105.075,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
104.95,0
104.875,0
104.8,0
104.72500000000001,0
104.65,0
104.575,0
104.5,0
104.425,0
104.35000000000001,0
104.275,0
104.2,0
104.125,0
104.05,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
103.95,0
103.875,0
103.80000000000001,0
103.72500000000001,0
103.65,0
103.575,0
103.5,0
103.425,0
103.35000000000001,0
103.275,0
103.2,0
103.125,0
103.05,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
102.92500000000001,0
102.85000000000001,0
102.775,0
102.7,0
102.62500000000001,0
102.55000000000001,0
102.47500000000001,0
102.4,0
102.325,0
102.25,0
102.17500000000001,0
102.10000000000001,0
102.025,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
101.925,0
101.85,0
101.775,0
101.7,0
101.625,0
101.55,0
101.47500000000001,0
101.4,0
101.325,0
101.25,0
101.17500000000001,0
101.10000000000001,0
101.025,0
101.0,0
101.0,0
101.0,0
101.0,0
101.0,0
101.0,0
101.0,0
101.0,0
101.0,0
101.0,0
101.0,0
101.0,0
101.0,0
100.97500000000001,0
100.9,0
100.825,0
100.75,0
100.675,0
100.60000000000001,0
100.525,0
100.45,0
100.375,0
100.3,0
100.225,0
100.15,0
100.075,0
100.0,0
99.925,0
99.85,0
99.775,0
99.7,0
99.625,0
99.55,0
99.475,0
99.39999999999999,0
99.325,0
99.25,0
99.175,0
99.1,0
99.02499999999999,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
98.92500000000001,0
98.85000000000001,0
98.775,0
98.7,0
98.62500000000001,0
98.55000000000001,0
98.47500000000001,0
98.4,0
98.325,0
98.25,0
98.17500000000001,0
98.10000000000001,0
98.025,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
97.95,0
97.875,0
97.80000000000001,0
97.72500000000001,0
97.65,0
97.575,0
97.5,0
97.425,0
97.35000000000001,0
97.275,0
97.2,0
97.125,0
97.05,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
96.95,0
96.875,0
96.80000000000001,0
96.725,0
96.65,0
96.575,0
96.50000000000001,0
96.425,0
96.35000000000001,0
96.275,0
96.20000000000002,0
96.12500000000001,0
96.05000000000001,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
95.92500000000001,0
95.85,0
95.775,0
95.7,0
95.62500000000001,0
95.55,0
95.47500000000001,0
95.4,0
95.32500000000002,0
95.25,0
95.17500000000001,0
95.10000000000001,0
95.02500000000002,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
94.95,0
94.875,0
94.80000000000001,0
94.725,0
94.65,0
94.575,0
94.50000000000001,0
94.425,0
94.35000000000001,0
94.275,0
94.20000000000002,0
94.125,0
94.05000000000001,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.05,0
94.125,0
94.19999999999999,0
94.275,0
94.35,0
94.425,0
94.49999999999999,0
94.575,0
94.64999999999999,0
94.725,0
94.79999999999998,0
94.875,0
94.94999999999999,0
95.02499999999999,0
95.1,0
95.175,0
95.24999999999999,0
95.325,0
95.39999999999999,0
95.47500000000001,0
95.55,0
95.625,0
95.7,0
95.775,0
95.85,0
95.92500000000001,0
96.0,0
96.07499999999999,0
96.15,0
96.225,0
96.3,0
96.37499999999999,0
96.45,0
96.52499999999999,0
96.6,0
96.67499999999998,0
96.75,0
96.82499999999999,0
96.89999999999999,0
96.97499999999998,0
97.1,0
97.24999999999997,0
97.39999999999999,0
97.54999999999998,0
97.7,0
97.84999999999998,0
98.0,0
98.14999999999999,0
98.3,0
98.44999999999999,0
98.60000000000001,0
98.74999999999999,0
98.9,0
99.05,0
99.20000000000002,0
99.35,0
99.50000000000001,0
99.64999999999999,0
99.80000000000001,0
99.94999999999999,0
100.10000000000001,0
100.24999999999999,0
100.4,0
100.54999999999998,0
100.7,0
100.84999999999998,0
101.0,0
101.14999999999998,0
101.3,0
101.44999999999997,0
101.6,0
101.74999999999999,0
101.89999999999999,0
102.04999999999998,0
102.19999999999999,0
102.34999999999998,0
102.49999999999999,0
102.64999999999998,0
102.79999999999998,0
102.94999999999997,0
103.05,0
103.12499999999999,0
103.2,0
103.27499999999999,0
103.35,0
103.425,0
103.5,0
103.57499999999999,0
103.65,0
103.725,0
103.8,0
103.875,0
103.95,0
104.02499999999999,0
104.10000000000001,0
104.175,0
104.25,0
104.32499999999999,0
104.4,0
104.475,0
104.55,0
104.625,0
104.7,0
104.77499999999999,0
104.85,0
104.925,0
105.0,0
105.07499999999999,0
105.15,0
105.225,0
105.3,0
105.37499999999999,0
105.45,0
105.52499999999999,0
105.6,0
105.67499999999998,0
105.75,0
105.82499999999999,0
105.89999999999999,0
105.97499999999998,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
106.0,0
105.95,0
105.875,0
105.80000000000001,0
105.725,0
105.65,0
105.575,0
105.50000000000001,0
105.425,0
105.35000000000001,0
105.275,0
105.20000000000002,0
105.125,0
105.05000000000001,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
105.0,0
104.92500000000001,0
104.85000000000001,0
104.775,0
104.70000000000002,0
104.625,0
104.55000000000001,0
104.47500000000001,0
104.4,0
104.325,0
104.25000000000001,0
104.175,0
104.10000000000001,0
104.02499999999999,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
104.0,0
103.925,0
103.85,0
103.77499999999999,0
103.7,0
103.625,0
103.55,0
103.475,0
103.4,0
103.32499999999999,0
103.25,0
103.175,0
103.10000000000001,0
103.02499999999999,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
103.0,0
102.95,0
102.87500000000001,0
102.8,0
102.72500000000001,0
102.65,0
102.575,0
102.5,0
102.42500000000001,0
102.35,0
102.275,0
102.2,0
102.125,0
102.05,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
102.0,0
101.97500000000001,0
101.9,0
101.825,0
101.75000000000001,0
101.67500000000001,0
101.60000000000001,0
101.525,0
101.45000000000002,0
101.375,0
101.30000000000001,0
101.22500000000001,0
101.15000000000002,0
101.075,0
101.00000000000001,0
101.0,0
101.0,0
101.0,0
101.0,0
101.0,0
101.0,0
101.0,0
101.0,0
101.0,0
101.0,0
101.0,0
101.0,0
101.0,0
100.95,0
100.875,0
100.80000000000001,0
100.725,0
100.65,0
100.575,0
100.50000000000001,0
100.425,0
100.35000000000001,0
100.275,0
100.20000000000002,0
100.125,0
100.05000000000001,0
100.0,0
100.0,0
100.0,0
100.0,0
100.0,0
100.0,0
100.0,0
100.0,0
100.0,0
100.0,0
100.0,0
100.0,0
100.0,0
100.0,0
99.92500000000001,0
99.85000000000001,0
99.775,0
99.70000000000002,0
99.625,0
99.55000000000001,0
99.47500000000001,0
99.4,0
99.325,0
99.25000000000001,0
99.175,0
99.10000000000001,0
99.02499999999999,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
99.0,0
98.97500000000001,0
98.9,0
98.825,0
98.75000000000001,0
98.675,0
98.60000000000001,0
98.52499999999999,0
98.45,0
98.375,0
98.3,0
98.225,0
98.15,0
98.07499999999999,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
98.0,0
97.95,0
97.875,0
97.80000000000001,0
97.725,0
97.65,0
97.575,0
97.50000000000001,0
97.425,0
97.35000000000001,0
97.275,0
97.20000000000002,0
97.125,0
97.05000000000001,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
97.0,0
96.92500000000001,0
96.85,0
96.775,0
96.7,0
96.62500000000001,0
96.55,0
96.47500000000001,0
96.4,0
96.32500000000002,0
96.25,0
96.17500000000001,0
96.10000000000001,0
96.02500000000002,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
96.0,0
95.95,0
95.875,0
95.80000000000001,0
95.725,0
95.65,0
95.575,0
95.50000000000001,0
95.425,0
95.35000000000001,0
95.275,0
95.20000000000002,0
95.125,0
95.05000000000001,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
95.0,0
94.95,0
94.87500000000001,0
94.80000000000003,0
94.72500000000002,0
94.65,0
94.575,0
94.50000000000001,0
94.42500000000003,0
94.35,0
94.275,0
94.20000000000002,0
94.12500000000001,0
94.05,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
94.0,0
93.92500000000001,0
93.85000000000001,0
93.77499999999999,0
93.7,0
93.625,0
93.55000000000001,0
93.47499999999998,0
93.39999999999999,0
93.325,0
93.25000000000001,0
93.17499999999998,0
93.1,0
93.02499999999999,0
93.0,0
93.0,0
93.0,0
93.0,0
93.0,0
93.0,0
93.0,0
93.0,0
93.0,0
93.0,0
93.0,0
93.0,0
93.0,0
93.0,0
93.0,0
93.0,0
93.0,0
93.0,0
93.0,0
93.0,0
