TrialType,Condition,Modality,StairCond,Decision,DecisionRT,Confidence,ConfidenceRT,Alpha,listenBPM,responseBPM,ResponseCorrect,DecisionProvided,RatingProvided,nTrials,EstimatedThreshold,EstimatedSlope,StartListening,StartDecision,ResponseMade,RatingStart,RatingEnds,endTrigger
psi,Less,Intero,psi,,,,,-38.5,84.5,46.0,,False,False,41,-27.72808761705953,11.245044945798,1677843489.694102,1677843495.238253,1677843500.279245,,,1677843500.8055859
psi,Less,Intero,psi,More,1.972660899999937,79,1.3861593999999968,-17.5,88.5,71.0,False,True,True,42,-28.15632081751341,10.715581907066124,1677843501.2660627,1677843506.812176,1677843509.3260527,1677843509.338023,1677843511.2255483,1677843511.2812307
psi,Less,Intero,psi,Less,2.973781200000076,55,1.0884496999999556,-37.5,75.5,38.0,True,True,True,43,-27.7332861444147,10.206568462067478,1677843511.7542813,1677843517.3222613,1677843520.838522,1677843520.8534808,1677843522.4752622,1677843522.5351408
psi,Less,Intero,psi,More,1.9191290999999637,100,1.2086512999999286,-18.5,75.0,56.5,False,True,True,44,-28.109816900953845,9.731360926665829,1677843523.0080898,1677843528.5606482,1677843531.0186625,1677843531.0366504,1677843532.7545059,1677843532.823361
psi,Less,Intero,psi,More,2.9148084000000836,68,1.1579162000000451,-33.5,77.0,43.5,False,True,True,45,-29.530064522062066,10.751358588508474,1677843533.2920773,1677843538.8762217,1677843542.347569,1677843542.3685143,1677843544.049086,1677843544.1321452
psi,Less,Extero,psi,More,2.394825399999945,85,0.9915224999999737,-10.5,87.5,77.0,False,True,True,46,-3.055987947922577,13.640892681323438,1677843544.6177356,1677843550.4261572,1677843553.3616295,1677843553.3875604,1677843554.9117181,1677843554.9935837
psi,Less,Extero,psi,Less,2.1655399999999645,81,0.8908172000001287,-14.5,92.5,78.0,True,True,True,47,-2.590972788406408,12.896527769138885,1677843555.464725,1677843561.29803,1677843564.007938,1677843564.0368607,1677843565.4412887,1677843565.5277517
psi,Less,Intero,psi,Less,3.399016500000016,76,2.5587874999998803,-39.5,76.0,36.5,True,True,True,48,-29.202225063098503,10.268093316108555,1677843566.0017169,1677843571.5815165,1677843575.52202,1677843575.553935,1677843578.6542168,1677843578.8638315
psi,Less,Extero,psi,Less,2.896130200000016,44,1.0073847000001024,-14.5,83.5,69.0,True,True,True,49,-2.227405125769057,12.211394372213551,1677843579.3917682,1677843585.298295,1677843588.7338183,1677843588.7702162,1677843590.300939,1677843590.4169676
psi,Less,Intero,psi,More,2.662057899999809,82,0.9301089999999022,-33.5,84.5,51.0,False,True,True,50,-30.406796019395046,10.703595696136455,1677843590.9141784,1677843596.5114546,1677843599.7142906,1677843599.7771232,1677843601.2639754,1677843601.3926105
psi,Less,Extero,psi,Less,3.21263840000006,100,0.852132999999867,-13.5,42.0,28.5,True,True,True,51,-1.9220722119515266,11.564059899625844,1677843601.8890307,1677843607.8941348,1677843611.6607156,1677843611.7036006,1677843613.0603776,1677843613.1831787
psi,More,Extero,psi,More,1.7422672999998667,100,0.9685891999999967,9.5,70.5,80.0,True,True,True,52,-2.1791853068937455,10.95655742781007,1677843613.6708102,1677843619.7072988,1677843621.9903245,1677843622.0391955,1677843623.5235298,1677843623.6666286
psi,Less,Extero,psi,Less,2.9022182000001067,100,0.9905524000000696,-13.5,44.5,31.0,True,True,True,53,-1.9430660063971152,10.382075943718558,1677843624.1598644,1677843630.2283213,1677843633.6872005,1677843633.736014,1677843635.239246,1677843635.3985507
psi,Less,Intero,psi,More,2.924798699999883,79,1.446047099999987,-32.5,78.5,46.0,False,True,True,54,-31.48741369539352,10.54334404139347,1677843635.9080617,1677843641.499412,1677843644.9665666,1677843645.0233803,1677843646.9689891,1677843647.211986
psi,Less,Intero,psi,More,2.849989300000061,100,0.9886003999999957,-32.5,82.5,50.0,False,True,True,55,-32.51997520011051,9.923425230998587,1677843647.7194264,1677843653.3371763,1677843656.7459373,1677843656.8256118,1677843658.346263,1677843658.523555
psi,More,Extero,psi,More,1.9455650999998397,100,0.8729161999999633,8.5,68.0,76.5,True,True,True,56,-2.1602696891984494,9.834754138891148,1677843659.030854,1677843665.2466645,1677843667.742711,1677843667.8045456,1677843669.226112,1677843669.4196079
psi,Less,Extero,psi,Less,2.2575486000000637,100,0.9199863000001187,-12.5,53.5,41.0,True,True,True,57,-1.9577051510649253,9.327292274043948,1677843669.933003,1677843676.1872804,1677843678.9898562,1677843679.0561566,1677843680.4901407,1677843680.6863444
psi,Less,Intero,psi,More,1.9478438000001006,100,0.8226435999999921,-32.5,91.5,59.0,False,True,True,58,-33.46250392571075,8.809786524840954,1677843681.2056355,1677843686.8104477,1677843689.30241,1677843689.3722208,1677843690.7026002,1677843690.9000688
psi,Less,Intero,psi,More,2.46016510000004,63,1.950459599999931,-32.5,79.0,46.5,False,True,True,59,-34.24077374476478,7.3222602665230845,1677843691.4252908,1677843697.0340896,1677843700.0317557,1677843700.1284976,1677843702.583106,1677843702.9606056
