"participant_id","modality","alpha_mean","beta_mean","alpha_sd","beta_sd","rhat_alpha","rhat_beta"
"49987HRD","Extero",-3.13951633310875,4.40583568875,1.67381166803717,1.73646063314687,1.00030403666013,1.00054107532126
"49987HRD","Intero",-0.546957968599775,5.65744495125,1.78122600737179,3.94087303324515,1.00189133273845,1.0018504954945
"55330HRD","Extero",1.08794358192612,4.63118231125,1.30147778371841,55.7838028825151,1.00093669359363,1.00094967106767
"55330HRD","Intero",8.01534130916538,249.05062860375,11.2877840867085,5663.49947622562,1.00694235848515,1.00854894611189
"55363HRD","Intero",-34.4157324875,9.29701091875,2.77307317869455,17.6891651153534,1.00073129938288,1.0007793808487
"55363HRD","Extero",-2.00864122107362,9.00208807125,2.76488755001314,15.6660365528889,1.00201363132158,1.00159777803673
