"participant_id","modality","alpha_mean","beta_mean","alpha_sd","beta_sd","rhat_alpha","rhat_beta"
"49987HRD","Extero",-3.163788458035,4.41275413625,1.6602907386733,1.78407513146037,1.00018560707419,1.00066643353372
"49987HRD","Intero",-0.61283752048025,5.4038380525,1.62489304064011,2.38439629432909,1.00055581968577,1.00088037731304
"55330HRD","Extero",1.12849032576362,3.68423716875,1.27069803435292,1.39044811461817,1.00057726298851,1.00156704976376
"55330HRD","Intero",8.1434074321025,157.502844895,10.9220710389829,1037.46466137292,1.0018753696697,1.00071044575674
"55363HRD","Intero",-34.299967112125,13.01725114375,3.31725752477435,155.893206427417,1.00085181457149,1.00161825543872
"55363HRD","Extero",-2.13819884284875,9.4506969,2.5251927524651,71.0104485290217,1.00114646813636,1.00068985823542
