"participant_id","modality","auroc_logistic","mean_confidence","estimated_threshold","estimated_slope","mean_accuracy","auroc","d","metad","mratio"
"49987HRD","Extero",0.866666666666667,67.4642857142857,-1.91843107680694,6.58499978105782,0.896551724137931,0.630434782608696,2.57916485188712,1.35686931644146,0.526088635027988
"49987HRD","Intero",0.704,56.5,-0.570298299412081,6.56460487597348,0.833333333333333,0.674242424242424,1.78821365443408,1.10753152095331,0.619350779593398
"55330HRD","Extero",0.758928571428571,63,1.26261069436233,4.09600845078064,0.933333333333333,0.609375,2.63602179460707,1.01406431628139,0.384694966618265
"55330HRD","Intero",0.733031674208145,53.5,12.5089025406097,19.6854744745034,0.566666666666667,0.763020833333333,0.453329157973295,1.22684354372124,2.7062974488694
"55363HRD","Intero",0.833333333333333,74.7407407407407,-34.2407737447648,7.32226026652308,0.333333333333333,0.403571428571429,-0.414413329600076,-1.07996125945335,2.60600029563613
"55363HRD","Extero",0.616,71,-1.95770515106493,9.32729227404395,0.833333333333333,0.606060606060606,1.91487720248492,1.10742196488489,0.578325316865125
