TrialType,Condition,Modality,StairCond,Decision,DecisionRT,Confidence,ConfidenceRT,Alpha,listenBPM,responseBPM,ResponseCorrect,DecisionProvided,RatingProvided,nTrials,EstimatedThreshold,EstimatedSlope,StartListening,StartDecision,ResponseMade,RatingStart,RatingEnds,endTrigger
psi,Less,Intero,psi,Less,2.9785371999896597,67,2.3026039999967907,-1.5,47.0,45.5,True,True,True,10,6.888851480607057,11.54155803363549,1677838780.5125942,1677838786.3240645,1677838789.8550494,1677838790.0979147,1677838792.9917758,1677838794.3601692
psi,More,Intero,psi,More,3.1958909000095446,49,2.3899932999920566,6.5,46.5,53.0,True,True,True,11,2.356667538638417,11.0930110898098,1677838795.1548746,1677838800.9645352,1677838804.704548,1677838804.9545743,1677838807.921477,1677838809.4474366
psi,More,Intero,psi,More,4.332730399997672,34,1.741051899996819,2.5,47.5,50.0,True,True,True,12,-1.3942565809856644,11.815977224129394,1677838810.2647731,1677838816.116847,1677838820.9952695,1677838821.2884924,1677838823.595315,1677838824.8824708
psi,Less,Extero,psi,Less,3.3258797000162303,62,1.1346204000001308,-8.5,50.0,41.5,True,True,True,13,0.028193124553259345,11.730037664136683,1677838825.6848345,1677838833.6564608,1677838837.5410907,1677838837.8506727,1677838839.5424607,1677838840.5238998
psi,Less,Intero,psi,Less,4.7598666999838315,34,1.466690999979619,-4.5,46.0,41.5,True,True,True,14,1.2774831750923163,9.920185083415904,1677838841.3667705,1677838847.2240493,1677838852.2713242,1677838852.4119482,1677838854.452627,1677838855.6644616
psi,More,Extero,psi,More,2.061761699995259,81,1.7272143000154756,5.5,61.5,67.0,True,True,True,15,-1.5444726363448913,10.674500149317614,1677838856.4807959,1677838865.4865708,1677838868.1170995,1677838868.4561899,1677838870.766849,1677838872.119328
psi,Less,Extero,psi,Less,2.8392439000017475,64,1.6738148000149522,-7.5,54.5,47.0,True,True,True,16,-0.3527234604226811,9.5922157403026,1677838873.0079567,1677838881.3035967,1677838884.6958282,1677838884.9471593,1677838887.1754258,1677838888.284988
psi,More,Extero,psi,More,2.9263235999969766,51,1.3229634999879636,4.5,42.5,47.0,True,True,True,17,-1.404869408160577,8.558589363812642,1677838889.0102556,1677838897.3712928,1677838900.8385742,1677838901.1098166,1677838902.9543943,1677838903.9637067
psi,Less,Extero,psi,Less,2.7470282999856863,57,1.5851343999966048,-5.5,69.5,64.0,True,True,True,18,-0.5039299360018035,7.609570839822891,1677838904.7133386,1677838913.138202,1677838916.4333067,1677838916.7065861,1677838918.8322606,1677838920.0630426
psi,Less,Intero,psi,More,2.828957599995192,45,1.92786920000799,-3.5,54.5,51.0,False,True,True,19,-2.5518270604121414,14.259982854865976,1677838920.832059,1677838926.696046,1677838930.0705354,1677838930.369737,1677838932.8280487,1677838934.2946115
psi,More,Extero,psi,,,,,3.5,40.5,44.0,,False,False,20,1.6403506054384251,10.237443942657299,1677838935.1164184,1677838943.9233508,1677838948.9618435,,,1677838949.7817307
psi,Less,Intero,psi,Less,4.141519099997822,53,1.8619498999905773,-10.5,52.0,41.5,True,True,True,21,-0.7687661714420909,13.13349346501379,1677838984.4716237,1677838990.0332565,1677838994.726845,1677838994.7358203,1677838997.1247976,1677838997.1767497
psi,More,Extero,psi,More,2.640043599996716,82,1.0765741000068374,9.5,45.5,55.0,True,True,True,22,0.9539041861595615,9.293777202409911,1677838997.696244,1677839003.37862,1677839006.5570679,1677839006.5710378,1677839008.1881933,1677839008.2430475
psi,More,Extero,psi,More,3.3394016999809537,45,1.24913369998103,8.5,86.0,94.5,True,True,True,23,0.45903222085740014,8.487166852377037,1677839008.7546506,1677839014.4897377,1677839018.3690147,1677839018.3869655,1677839020.1518433,1677839020.2346249
psi,Less,Extero,psi,Less,2.543306000006851,75,0.8579208000155631,-5.5,40.5,35.0,True,True,True,24,1.0189089613028666,7.685488352949241,1677839020.7498326,1677839026.5333798,1677839029.6154025,1677839029.6383455,1677839031.0146723,1677839031.1084218
psi,More,Extero,psi,More,2.7196773000177927,55,0.9332854000094812,7.5,90.0,97.5,True,True,True,25,0.6505189264723301,7.009432798802781,1677839031.6668394,1677839037.4887533,1677839040.7450936,1677839040.7700255,1677839042.2109818,1677839042.305729
psi,Less,Intero,psi,Less,2.723845100001199,62,1.2990257999917958,-9.5,47.5,38.0,True,True,True,26,0.42678915851998356,12.141071486015154,1677839042.81823,1677839048.3969617,1677839051.6588843,1677839051.6907973,1677839053.507828,1677839053.6344967
psi,More,Intero,psi,More,2.2841831000114325,65,1.6361069999984466,7.5,48.0,55.5,True,True,True,27,-0.679035490420079,11.122722679141905,1677839054.1649866,1677839059.7374082,1677839062.5714447,1677839062.6093557,1677839064.7714403,1677839064.9682906
psi,Less,Intero,psi,Less,3.2110123000165913,50,1.497179199999664,-8.5,47.5,39.0,True,True,True,28,0.15090006347812668,10.127825777396314,1677839065.5527098,1677839071.1556325,1677839074.9183152,1677839074.9711714,1677839076.9840727,1677839077.200495
psi,Less,Extero,psi,More,3.5605188000190537,54,1.7900352000142448,-4.5,73.5,69.0,False,True,True,29,-1.0198162796695687,9.45686141017294,1677839077.7591946,1677839083.766249,1677839087.880395,1677839087.9252753,1677839090.2463496,1677839090.4707012
psi,More,Intero,psi,More,2.6668553999916185,79,0.9043635000125505,6.5,48.5,55.0,True,True,True,30,-0.63147071964888,9.142875926298757,1677839091.0156784,1677839096.6069188,1677839099.8276706,1677839099.884517,1677839101.3268125,1677839101.4873843
psi,Less,Intero,psi,Less,3.5289159000094514,58,1.4128696999978274,-7.5,46.5,39.0,True,True,True,31,-0.04917452908997355,8.239778307537104,1677839102.0366075,1677839107.6310089,1677839111.706891,1677839111.7667334,1677839113.6892595,1677839113.913663
psi,Less,Extero,psi,Less,2.4828581000037957,95,1.6090712000150234,-9.5,43.0,33.5,True,True,True,32,-0.599348528638578,8.742989814323005,1677839114.4675965,1677839120.6675742,1677839123.685995,1677839123.7558117,1677839125.8859034,1677839126.2654028
psi,More,Intero,psi,More,2.3850824999972247,72,2.0843993999878876,5.5,48.0,53.5,True,True,True,33,-0.6124374870112629,7.37964079368434,1677839126.8927817,1677839132.4959762,1677839135.43221,1677839135.5060098,1677839138.0983229,1677839138.4928198
psi,Less,Intero,psi,Less,3.2931970999925397,52,1.472248000005493,-6.5,47.0,40.5,True,True,True,34,-0.18909188970772361,6.6312922390995945,1677839139.0631576,1677839144.6699214,1677839148.5128045,1677839148.5881233,1677839151.594394,1677839152.0342429
psi,Less,Extero,psi,Less,3.7415603999979794,51,1.631842399976449,-8.5,58.5,50.0,True,True,True,35,-0.26735220406339855,8.132734156722229,1677839152.5927393,1677839158.9300845,1677839163.2246122,1677839163.3033988,1677839165.4734254,1677839165.8174918
psi,More,Intero,psi,More,2.2887106999987736,61,1.3696181999985129,4.5,46.5,51.0,True,True,True,36,-0.6113460195778297,5.939978483724218,1677839166.3980308,1677839172.1054184,1677839174.9538174,1677839175.0365987,1677839176.9210103,1677839177.268082
psi,More,Extero,psi,More,1.6192732999916188,80,1.039299600000959,7.5,73.5,81.0,True,True,True,37,-0.571067691590119,7.578921491738487,1677839177.851455,1677839184.2993095,1677839186.4671748,1677839186.5519466,1677839188.1327524,1677839188.460877
psi,Less,Intero,psi,More,2.98142419999931,49,1.45853229999193,-0.5,48.0,47.5,False,True,True,38,-1.4594189094877563,6.0683184343391545,1677839189.0562904,1677839194.7159934,1677839198.247443,1677839198.3421898,1677839200.345411,1677839200.7614627
psi,Less,Extero,psi,More,2.489797699992778,56,1.6281225999991875,-7.5,99.0,91.5,False,True,True,39,-1.907669754919089,9.966413912145196,1677839201.3474586,1677839207.9146535,1677839210.9433548,1677839211.0430884,1677839213.191517,1677839213.6607761
psi,Less,Extero,psi,Less,2.621027800021693,62,1.1558673999970779,-11.5,82.5,71.0,True,True,True,40,-1.5951622480832466,9.374789265914906,1677839214.2384477,1677839220.9344192,1677839224.1059093,1677839224.2265882,1677839225.9043431,1677839226.2932937
psi,Less,Intero,psi,Less,3.327866299980087,58,1.8102618999837432,-6.5,47.0,40.5,True,True,True,41,-1.1482234745518956,5.469913079620011,1677839273.609596,1677839279.156574,1677839283.0374644,1677839283.0534225,1677839285.3864572,1677839285.4403136
psi,More,Extero,psi,More,1.8512647000025027,89,1.1267346999957226,7.5,94.0,101.5,True,True,True,42,-1.8598489630670028,8.859586815688328,1677839285.9633043,1677839291.6451006,1677839294.0336368,1677839294.0505931,1677839295.949545,1677839296.0103846
psi,Less,Extero,psi,Less,1.6420710000093095,92,1.0640182000061031,-11.5,64.0,52.5,True,True,True,43,-1.627739795500014,8.381069518866237,1677839296.525011,1677839302.2477074,1677839304.4310708,1677839304.448026,1677839306.0469074,1677839306.1167204
psi,More,Intero,psi,More,2.75138549998519,59,1.4112138000200503,2.5,48.0,50.5,True,True,True,44,-1.4619234738503786,4.981951789276198,1677839306.6234071,1677839312.234271,1677839315.5435386,1677839315.5785677,1677839317.6106908,1677839317.7596765
psi,Less,Intero,psi,Less,4.311216600006446,46,1.3457887999829836,-5.5,47.5,42.0,True,True,True,45,-1.2086096691701256,4.536048874164496,1677839318.3661757,1677839323.9444897,1677839328.806801,1677839328.8377166,1677839330.9554412,1677839331.0751224
psi,More,Intero,psi,More,3.5947232999897096,58,1.3331614000198897,2.5,46.5,49.0,True,True,True,46,-1.432993406216851,4.162915956137208,1677839331.613682,1677839337.1862447,1677839341.319699,1677839341.3496199,1677839343.2020867,1677839343.323763
psi,More,Extero,psi,More,2.178398800024297,58,1.336792600020999,6.5,52.0,58.5,True,True,True,47,-1.863796400860406,7.948607095015122,1677839343.8594346,1677839349.7697172,1677839352.500332,1677839352.5387502,1677839354.401704,1677839354.6330833
psi,Less,Extero,psi,Less,2.150995000003604,72,0.9031002999981865,-10.5,77.0,66.5,True,True,True,48,-1.6641904677873423,7.555846920688926,1677839355.1610048,1677839361.155934,1677839363.8458788,1677839363.8887658,1677839365.3120277,1677839365.433706
psi,More,Extero,psi,More,1.2845755000016652,86,1.2920397999987472,5.5,89.5,95.0,True,True,True,49,-1.8843896015450878,7.198785180449484,1677839365.9629412,1677839371.9846363,1677839373.8090358,1677839373.854912,1677839375.6770387,1677839375.8376114
psi,Less,Intero,psi,More,4.620549700019183,33,1.8196662000264041,-4.5,49.0,44.5,False,True,True,50,-2.2933513922894746,5.3780371545744545,1677839376.3817222,1677839381.9821844,1677839387.0226512,1677839387.0615523,1677839389.4044104,1677839389.655647
psi,Less,Intero,psi,Less,2.5874457000172697,59,1.2254335999896284,-7.5,47.5,40.0,True,True,True,51,-2.101615995602218,4.9563190887836175,1677839390.3064399,1677839395.914784,1677839399.0510561,1677839399.1088996,1677839400.8512125,1677839401.0526867
psi,Less,Extero,psi,Less,2.8959243999852333,62,1.7388205000024755,-9.5,83.0,73.5,True,True,True,52,-1.7033815676779718,6.87916907944782,1677839401.6144028,1677839407.8014705,1677839411.2480307,1677839411.3168478,1677839413.5811582,1677839413.895321
psi,More,Intero,psi,More,2.8968174000037834,34,2.068853200005833,2.5,47.5,50.0,True,True,True,53,-2.2732593011865596,4.6192999524843215,1677839414.4529696,1677839420.0738344,1677839423.5102592,1677839423.583103,1677839426.1762094,1677839426.530792
psi,Less,Intero,psi,Less,3.962773700011894,45,1.7908750000060536,-6.5,49.0,42.5,True,True,True,54,-2.1071265413129066,4.312785797444534,1677839427.0988295,1677839432.706565,1677839437.2075944,1677839437.2794034,1677839439.8729498,1677839440.2519422
psi,More,Extero,psi,More,2.7963856999995187,58,1.5427390999975614,4.5,82.5,87.0,True,True,True,55,-1.9184310768069386,6.584999781057821,1677839440.8243895,1677839447.2064676,1677839450.5523405,1677839450.6610494,1677839452.718849,1677839453.0609362
psi,More,Intero,psi,Less,3.8013232000230346,60,2.192933799989987,1.5,48.0,49.5,False,True,True,56,-1.3754466538040018,5.403975513042935,1677839453.6469996,1677839459.283919,1677839463.631953,1677839463.7257009,1677839466.4316392,1677839466.9146056
psi,More,Intero,psi,Less,4.053248500014888,57,1.2573102999886032,4.5,47.5,52.0,False,True,True,57,-0.5472199301579669,7.3866031375340855,1677839467.4984334,1677839473.1221366,1677839477.7114341,1677839477.8112075,1677839479.5775583,1677839479.9333055
psi,More,Intero,psi,More,2.0362131999863777,81,1.0885006999887992,7.5,47.5,55.0,True,True,True,58,-0.7037530364423671,6.945443487628952,1677839480.5526717,1677839486.1907775,1677839488.7748303,1677839488.8915713,1677839490.4916208,1677839490.8560624
psi,Less,Intero,psi,Less,3.0823995000100695,81,1.1603361000015866,-8.5,47.5,39.0,True,True,True,59,-0.5702982994120807,6.564604875973482,1677839491.461783,1677839497.0891674,1677839500.721453,1677839500.8317482,1677839502.5377061,1677839502.9127092
